cityName,urbanStatus,stateCode,stateName,districtCode,districtName
Bangramanjeshwar,C.T.,32,Kerala,1,Kasaragod
Bangura,C.T.,21,Orissa,6,Kendujhar
Banihal,N.A.C.,1,Jammu & Kashmir,9,Doda
Banjar,N.P.,2,Himachal Pradesh,4,Kullu
Banka,M,10,Bihar,23,Banka
Bankapura,T.P.,29,Karnataka,11,Haveri
Banki,N.A.C.,21,Orissa,12,Cuttack
Banki,N.P.,9,Uttar Pradesh,46,Barabanki
Bankner,C.T.,7,Delhi *,1,North West
Bankra,C.T.,19,West Bengal,16,Haora 
Bankura,M,19,West Bengal,13,Bankura 
Banmankhi Bazar,N.A.,10,Bihar,9,Purnia
Bannur,T.P.,29,Karnataka,26,Mysore
Bansatar Kheda,C.T.,23,Madhya Pradesh,12,Damoh
Bansberia,M,19,West Bengal,12,Hugli 
Bansdih,N.P.,9,Uttar Pradesh,63,Ballia
Bansgaon,N.P.,9,Uttar Pradesh,58,Gorakhpur
Banshra,C.T.,19,West Bengal,9,Barddhaman 
Bansi,M.B.,9,Uttar Pradesh,54,Siddharthnagar
Banswara,M,8,Rajasthan,28,Banswara
Bantwa,M,24,Gujarat,12,Junagadh
Bantwal,T.P.,29,Karnataka,24,Dakshina Kannada
Banupur,C.T.,19,West Bengal,16,Haora 
Bapatla,M,28,Andhra Pradesh,17,Guntur
Bara Bamonia,C.T.,19,West Bengal,11,North Twentyfour Parganas
Barabazar,C.T.,19,West Bengal,14,Puruliya
Baragaon,N.P.,9,Uttar Pradesh,36,Jhansi
Baragaon,C.T.,9,Uttar Pradesh,67,Varanasi
Barahiya,M,10,Bihar,25,Lakhisarai
Baraily,N.P.,23,Madhya Pradesh,34,Raisen
Barajamda,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
Baramati,M.Cl.,27,Maharashtra,25,Pune
Baramula,T.C.,1,Jammu & Kashmir,2,Baramula
Baran,M,8,Rajasthan,31,Baran
Baranagar,M,19,West Bengal,11,North Twentyfour Parganas
Barapali,N.A.C.,21,Orissa,1,Bargarh
Barasat,M,19,West Bengal,11,North Twentyfour Parganas
Barauli,N.A.,10,Bihar,15,Gopalganj
Barauni IOC Township,C.T.,10,Bihar,20,Begusarai
Baraut,M.B.,9,Uttar Pradesh,8,Baghpat
Barbari (AMC Area),C.T.,18,Assam,15,Dibrugarh
Barbigha,N.A.,10,Bihar,26,Sheikhpura
Barbil,M,21,Orissa,6,Kendujhar
Barddhaman,M,19,West Bengal,9,Barddhaman 
Bardoli,M,24,Gujarat,22,Surat
Bareilly,M.Corp.,9,Uttar Pradesh,20,Bareilly
Bareilly,C.B.,9,Uttar Pradesh,20,Bareilly
Barela,N.P.,23,Madhya Pradesh,39,Jabalpur
Baretta,M.Cl.,3,Punjab,15,Mansa
Bargarh,M,21,Orissa,1,Bargarh
Barghat,N.P.,23,Madhya Pradesh,44,Seoni
Bargur,T.P.,33,Tamil Nadu,5,Dharmapuri
Barh,M,10,Bihar,28,Patna
Barhalganj,N.P.,9,Uttar Pradesh,58,Gorakhpur
Barhani Bazar,N.P.,9,Uttar Pradesh,54,Siddharthnagar
Barhi,C.T.,20,Jharkhand,4,Hazaribag
Barhi,N.P.,23,Madhya Pradesh,38,Katni
Bari,M,8,Rajasthan,8,Dhaulpur
Bari Brahmana,N.A.C.,1,Jammu & Kashmir,13,Jammu
Bari Sadri,M,8,Rajasthan,29,Chittaurgarh
Barigarh,N.P.,23,Madhya Pradesh,9,Chhatarpur
Barijhati,C.T.,19,West Bengal,12,Hugli 
Baripada,M,21,Orissa,7,Mayurbhanj
Bariwala,N.P.,3,Punjab,12,Muktsar
Barjora,C.T.,19,West Bengal,13,Bankura 
Barkakana,C.T.,20,Jharkhand,4,Hazaribag
Barkhera,N.P.,9,Uttar Pradesh,21,Pilibhit
Barkot,N.P.,5,Uttaranchal,1,Uttarkashi
Barmer,M,8,Rajasthan,17,Barmer
Barnala,M.Cl.,3,Punjab,16,Sangrur
Barpathar,T.C.,18,Assam,18,Golaghat
Barpeta,M.B.,18,Assam,5,Barpeta
Barpeta Road,M.B.,18,Assam,5,Barpeta
Barrackpur,M,19,West Bengal,11,North Twentyfour Parganas
Barrackpur Cantonment,C.B.,19,West Bengal,11,North Twentyfour Parganas
Barsana,N.P.,9,Uttar Pradesh,14,Mathura
Barshi,M.Cl.,27,Maharashtra,30,Solapur
Barua Sagar,M.B.,9,Uttar Pradesh,36,Jhansi
Barughutu,C.T.,20,Jharkhand,4,Hazaribag
Baruihuda,C.T.,19,West Bengal,10,Nadia 
Baruipur,M,19,West Bengal,18,South Twentyfour Parganas
Barwadih,C.T.,20,Jharkhand,2,Palamu
Barwaha,M,23,Madhya Pradesh,27,West Nimar
Barwala,M.C.,6,Haryana,12,Hisar
Barwani,M,23,Madhya Pradesh,28,Barwani
Barwar,N.P.,9,Uttar Pradesh,23,Kheri
Basar,C.T.,12,Arunachal Pradesh,7,West Siang
Basaria,C.T.,20,Jharkhand,12,Dhanbad
Basavakalyan,T.M.C,29,Karnataka,5,Bidar
Basavana Bagevadi,T.P.,29,Karnataka,3,Bijapur
Bashohli,N.A.C.,1,Jammu & Kashmir,14,Kathua
Basirhat,M,19,West Bengal,11,North Twentyfour Parganas
Baska,C.T.,19,West Bengal,9,Barddhaman 
Basmath,M.Cl.,27,Maharashtra,16,Hingoli
Basna,C.T.,22,Chhattisgarh,12,Mahasamund
Basni Belima,C.T.,8,Rajasthan,14,Nagaur
Basoda,M,23,Madhya Pradesh,31,Vidisha
Bassi Pathana,M.Cl.,3,Punjab,8,Fatehgarh Sahib
Basti,M.B.,9,Uttar Pradesh,55,Basti
Basudebpur,N.A.C.,21,Orissa,9,Bhadrak
Basugaon,T.C.,18,Assam,1,Kokrajhar
Basukinath,N.A.,20,Jharkhand,11,Dumka
Batala,M.Cl.,3,Punjab,1,Gurdaspur
Bathinda,M.Cl.,3,Punjab,14,Bathinda
Batlagundu,T.P.,33,Tamil Nadu,13,Dindigul
Batote,N.A.C.,1,Jammu & Kashmir,9,Doda
Baudhgarh,N.A.C.,21,Orissa,22,Baudh
Bavla,M,24,Gujarat,7,Ahmadabad
Bawal,M.C,6,Haryana,17,Rewari
Bawana,C.T.,7,Delhi *,1,North West
Bawani Khera,M.C.,6,Haryana,13,Bhiwani
Bayana,M,8,Rajasthan,7,Bharatpur
Beawar,M.Cl.,8,Rajasthan,21,Ajmer
Bedi,C.T.,24,Gujarat,10,Jamnagar
Beejoliya Kalan,C.T.,8,Rajasthan,24,Bhilwara
Beerwah,N.A.C.,1,Jammu & Kashmir,4,Badgam
Begamganj,M,23,Madhya Pradesh,34,Raisen
Begampur,C.T.,19,West Bengal,12,Hugli 
Begowal,N.P.,3,Punjab,3,Kapurthala
Begum Pur,C.T.,7,Delhi *,1,North West
Begumabad Budhana,C.T.,9,Uttar Pradesh,9,Ghaziabad
Begun,M,8,Rajasthan,29,Chittaurgarh
Begusarai,M,10,Bihar,20,Begusarai
Behat,N.P.,9,Rajasthan,1,Saharanpur
Behea,N.A.,10,Bihar,29,Bhojpur
Behror,M,8,Rajasthan,6,Alwar
Behta Hajipur,C.T.,9,Uttar Pradesh,9,Ghaziabad
Bela Pratapgarh,M.B.,9,Uttar Pradesh,43,Pratapgarh
Belagachhia,C.T.,21,Orissa,12,Cuttack
Beldanga,M,19,West Bengal,7,Murshidabad 
Beldubi,C.T.,19,West Bengal,16,Haora 
Belebathan,C.T.,19,West Bengal,9,Barddhaman 
Belgaum,M.Corp.,29,Karnataka,1,Belgaum
Belgaum Cantonment,C.B,29,Karnataka,1,Belgaum
Beliatore,C.T.,19,West Bengal,13,Bankura 
Bellaguntha,N.A.C.,21,Orissa,19,Ganjam
Bellampalle,M,28,Andhra Pradesh,1,Adilabad
Bellary,C.M.C,29,Karnataka,12,Bellary
Belonia,N.P.,16,Tripura,2,South Tripura 
Belpahar,N.A.C.,21,Orissa,2,Jharsuguda
Belsand,N.A.,10,Bihar,4,Sitamarhi
Beltangadi,T.P.,29,Karnataka,24,Dakshina Kannada
Belthara Road,N.P.,9,Uttar Pradesh,63,Ballia
Belur,T.P.,33,Tamil Nadu,8,Salem
Belur,T.P.,29,Karnataka,23,Hassan
Belvata,C.T.,29,Karnataka,26,Mysore
Bemetra,N.P.,22,Chhattisgarh,10,Durg
Benaulim,C.T.,30,Goa,2,South Goa
Beniganj,N.P.,9,Uttar Pradesh,25,Hardoi
Beohari,N.P.,23,Madhya Pradesh,16,Shahdol
Berasia,N.P.,23,Madhya Pradesh,32,Bhopal
Beri,M.C,6,Haryana,15,Jhajjar
Bermo,C.T.,20,Jharkhand,13,Bokaro
Bestavaripeta,C.T.,28,Andhra Pradesh,18,Prakasam
Beswan,N.P.,9,Uttar Pradesh,12,Aligarh
Bethamcheria,C.T.,28,Andhra Pradesh,21,Kurnool
Betma,N.P.,23,Madhya Pradesh,26,Indore
Bettiah,M,10,Bihar,1,Pashchim Champaran
Betul,M,23,Madhya Pradesh,35,Betul
Betul-Bazar,N.P.,23,Madhya Pradesh,35,Betul
Bewar,N.P.,9,Uttar Pradesh,18,Mainpuri
Beypore,C.T.,32,Kerala,4,Kozhikode
Bhabat,C.T.,3,Punjab,7,Rupnagar
Bhabua,M,10,Bihar,31,Kaimur (Bhabua)
Bhachau,M,24,Gujarat,1,Kachchh
Bhadarsa,N.P.,9,Uttar Pradesh,47,Faizabad
Bhadaur,M.Cl.,3,Punjab,16,Sangrur
Bhaderwah,N.A.C.,1,Jammu & Kashmir,9,Doda
Bhadohi,M.B.,9,Uttar Pradesh,68,Sant Ravidas Nagar
Bhadra,M,8,Rajasthan,2,Hanumangarh
Bhadrachalam,C.T.,28,Andhra Pradesh,10,Khammam
Bhadrak,M,21,Orissa,9,Bhadrak
Bhadravati,M.Cl.,27,Maharashtra,13,Chandrapur
Bhadravati,C.M.C,29,Karnataka,15,Shimoga
Bhadreswar,M,19,West Bengal,12,Hugli 
Bhagalpur (M.Corp),M.Corp.,10,Bihar,22,Bhagalpur
Bhagatdih,C.T.,20,Jharkhand,12,Dhanbad
Bhagur,M.Cl.,27,Maharashtra,20,Nashik
Bhagwant Nagar,N.P.,9,Uttar Pradesh,26,Unnao
Bhainsa,M,28,Andhra Pradesh,1,Adilabad
Bhainsdehi,N.P.,23,Madhya Pradesh,35,Betul
Bhalariya,C.T.,8,Rajasthan,26,Udaipur
Bhalki,T.M.C,29,Karnataka,5,Bidar
Bhalswa Jahangir Pur,C.T.,7,Delhi *,1,North West
Bhamodi,C.T.,23,Madhya Pradesh,43,Chhindwara
Bhandara,M.Cl.,27,Maharashtra,10,Bhandara
Bhandardaha,C.T.,19,West Bengal,16,Haora 
Bhander,N.P.,23,Madhya Pradesh,5,Datia
Bhangar Raghunathpur,C.T.,19,West Bengal,18,South Twentyfour Parganas
Bhangri Pratham Khanda,C.T.,19,West Bengal,3,Koch Bihar 
Bhanjanagar,N.A.C.,21,Orissa,19,Ganjam
Bhankharpur,C.T.,3,Punjab,17,Patiala
Bhanowara,C.T.,19,West Bengal,9,Barddhaman 
Bhanpura,N.P.,23,Madhya Pradesh,19,Mandsaur
Bhanpuri,C.T.,22,Chhattisgarh,11,Raipur
Bhanvad,M,24,Gujarat,10,Jamnagar
Bharat Heavy Electrical Limited Ranipur,ITS,5,Uttaranchal,13,Hardwar
Bharatganj,N.P.,9,Uttar Pradesh,45,Allahabad 
Bharatpur,M.Cl.,8,Rajasthan,7,Bharatpur
Bhargain,N.P.,9,Uttar Pradesh,17,Etah
Bharoli Kalan,C.T.,3,Punjab,1,Gurdaspur
Bharthana,M.B.,9,Uttar Pradesh,31,Etawah
Bharuch,M,24,Gujarat,21,Bharuch
Bharuch INA,I.N.A.,24,Gujarat,21,Bharuch
Bharuhana,C.T.,9,Uttar Pradesh,69,Mirzapur
Bharveli,C.T.,23,Madhya Pradesh,45,Balaghat
Bharwari,N.P.,9,Uttar Pradesh,44,Kaushambi
Bhatapara,M,22,Chhattisgarh,11,Raipur
Bhatgaon,N.P.,22,Chhattisgarh,11,Raipur
Bhati,C.T.,7,Delhi *,9,South
Bhatkal,T.M.C,29,Karnataka,10,Uttara Kannada
Bhatni Bazar,N.P.,9,Uttar Pradesh,60,Deoria
Bhatpar Rani,N.P.,9,Uttar Pradesh,60,Deoria
Bhatpara,M,19,West Bengal,11,North Twentyfour Parganas
Bhaurasa,N.P.,23,Madhya Pradesh,23,Dewas
Bhavani,M,33,Tamil Nadu,10,Erode
Bhavanisagar,T.P.,33,Tamil Nadu,10,Erode
Bhavnagar,M.C.,24,Gujarat,14,Bhavnagar
Bhavra,N.P.,23,Madhya Pradesh,24,Jhabua
Bhawan Bahadur Nagar,N.P.,9,Uttar Pradesh,11,Bulandshahr 
Bhawani Mandi,M,8,Rajasthan,32,Jhalawar
Bhawanigarh,M.Cl.,3,Punjab,16,Sangrur
Bhawanipatna,M,21,Orissa,26,Kalahandi
Bhayavadar,M,24,Gujarat,9,Rajkot
Bhedaghat,N.P.,23,Madhya Pradesh,39,Jabalpur
Bheemavaram,M,28,Andhra Pradesh,15,West Godavari
Bheemunipatnam,M,28,Andhra Pradesh,13,Visakhapatnam
Bhikangaon,N.P.,23,Madhya Pradesh,27,West Nimar
Bhikhi,N.P.,3,Punjab,15,Mansa
Bhikhiwind,N.P.,3,Punjab,2,Amritsar
Bhilai Charoda,M,22,Chhattisgarh,10,Durg
Bhilai Nagar,M.Corp.,22,Chhattisgarh,10,Durg
Bhilakhedi,C.T.,23,Madhya Pradesh,37,Hoshangabad
Bhilwara,M.Cl.,8,Rajasthan,24,Bhilwara
Bhimarayanagudi,N.A.C,29,Karnataka,4,Gulbarga
Bhimtal,N.P.,5,Uttaranchal,11,Nainital
Bhind,M,23,Madhya Pradesh,3,Bhind
Bhinder,M,8,Rajasthan,26,Udaipur
Bhinga,N.P.,9,Uttar Pradesh,51,Shrawasti
Bhingar,C.T.,27,Maharashtra,26,Ahmadnagar
Bhinmal,M,8,Rajasthan,18,Jalor
Bhisiana,C.T.,3,Punjab,14,Bathinda
Bhitarwar,N.P.,23,Madhya Pradesh,4,Gwalior
Bhiwadi,C.T.,8,Rajasthan,6,Alwar
Bhiwandi,M.Cl.,27,Maharashtra,21,Thane
Bhiwani,M.Cl.,6,Haryana,13,Bhiwani
Bhogadi,C.T.,29,Karnataka,26,Mysore
Bhogaon,N.P.,9,Uttar Pradesh,18,Mainpuri
Bhogpur,N.P.,3,Punjab,4,Jalandhar
Bhojpur Dharampur,N.P.,9,Uttar Pradesh,4,Moradabad
Bhojudih,C.T.,20,Jharkhand,13,Bokaro
Bhokardan,M.Cl.,27,Maharashtra,18,Jalna
Bhokarhedi,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
Bholar Dabri,C.T.,19,West Bengal,2,Jalpaiguri 
Bhongir,M,28,Andhra Pradesh,8,Nalgonda
Bhopal,M.Corp.,23,Madhya Pradesh,32,Bhopal
Bhor,M.Cl.,27,Maharashtra,25,Pune
Bhota,N.P.,2,Himachal Pradesh,6,Hamirpur
Bhowali,M.B.,5,Uttaranchal,11,Nainital
Bhowrah,C.T.,20,Jharkhand,12,Dhanbad
Bhuban,N.A.C.,21,Orissa,14,Dhenkanal
Bhubaneswar,M.Corp.,21,Orissa,17,Khordha
Bhucho Mandi,M.Cl.,3,Punjab,14,Bathinda
Bhuj,M,24,Gujarat,1,Kachchh
Bhulath,N.P.,3,Punjab,3,Kapurthala
Bhulepur,C.T.,9,Uttar Pradesh,48,Ambedaker Nagar
Bhuli,C.T.,20,Jharkhand,12,Dhanbad
Bhum,M.Cl.,27,Maharashtra,29,Osmanabad
Bhuntar,N.P.,2,Himachal Pradesh,4,Kullu
Bhusawal,M.Cl.,27,Maharashtra,3,Jalgaon
Bhusawar,M,8,Rajasthan,7,Bharatpur
Bhuvanagiri,T.P.,33,Tamil Nadu,18,Cuddalore
Biaora,M,23,Madhya Pradesh,30,Rajgarh
Biate,C.T.,15,Mizoram,5,Serchhip
Bicholim,M.Cl.,30,Goa,1,North Goa 
Bid,M.Cl.,27,Maharashtra,27,Bid
Bidar,C.M.C,29,Karnataka,5,Bidar
Bidasar,M,8,Rajasthan,4,Churu
Bidhan Nagar,M,19,West Bengal,11,North Twentyfour Parganas
Bidhuna,N.P.,9,Uttar Pradesh,32,Auraiya
Bighapur,N.P.,9,Uttar Pradesh,26,Unnao
Bihar,M,10,Bihar,27,Nalanda
Bihpuria,T.C.,18,Assam,12,Lakhimpur
Bijapur,C.M.C,29,Karnataka,3,Bijapur
Bijawar,N.P.,23,Madhya Pradesh,9,Chhatarpur
Bijbehara,N.A.C.,1,Jammu & Kashmir,6,Anantnag
Bijeypur,N.P.,23,Madhya Pradesh,1,Sheopur
Bijni,T.C.,18,Assam,4,Bongaigaon
Bijnor,M.B.,9,Uttar Pradesh,3,Bijnor
Bijpur,C.T.,9,Uttar Pradesh,70,Sonbhadra
Bijuri,N.P.,23,Madhya Pradesh,16,Shahdol
Bikaner,M.Cl.,8,Rajasthan,3,Bikaner
Bikapur,N.P.,9,Uttar Pradesh,47,Faizabad
Bikihakola,C.T.,19,West Bengal,16,Haora 
Bikketti,T.P.,33,Tamil Nadu,11,The Nilgiris
Bikramganj,N.A.,10,Bihar,32,Rohtas
Bilandapur,C.T.,19,West Bengal,18,South Twentyfour Parganas
Bilara,M,8,Rajasthan,15,Jodhpur
Bilari,M.B.,9,Uttar Pradesh,4,Moradabad
Bilariaganj,N.P.,9,Uttar Pradesh,61,Azamgarh
Bilasipara,T.C.,18,Assam,2,Dhubri
Bilaspur,C.T.,6,Haryana,3,Yamunanagar
Bilaspur,M.B.,9,Uttar Pradesh,5,Rampur
Bilaspur,M.Corp.,22,Chhattisgarh,7,Bilaspur
Bilaspur,M.Cl.,2,Himachal Pradesh,8,Bilaspur
Bilaspur,N.P.,9,Uttar Pradesh,10,Gautam Buddha Nagar
Bilaua,N.P.,23,Madhya Pradesh,4,Gwalior
Bilgi,T.P.,29,Karnataka,2,Bagalkot
Bilgram,M.B.,9,Uttar Pradesh,25,Hardoi
Bilha,N.P.,22,Chhattisgarh,7,Bilaspur
Bilhaur,M.B.,9,Uttar Pradesh,34,Kanpur Nagar
Bilimora,M,24,Gujarat,24,Navsari
Billawar,N.A.C.,1,Jammu & Kashmir,14,Kathua
Biloli,M.Cl.,27,Maharashtra,15,Nanded
Bilpahari,C.T.,19,West Bengal,9,Barddhaman 
Bilpura,C.T.,23,Madhya Pradesh,39,Jabalpur
Bilram,N.P.,9,Uttar Pradesh,17,Etah
Bilsanda,N.P.,9,Uttar Pradesh,21,Pilibhit
Bilsi,M.B.,9,Uttar Pradesh,19,Budaun
Bina Etawa,M,23,Madhya Pradesh,11,Sagar
Bina Rly Colony,C.T.,23,Madhya Pradesh,11,Sagar
Bindki,M.B.,9,Uttar Pradesh,42,Fatehpur
Binika,N.A.C.,21,Orissa,23,Sonapur
Bipra  Noapara,C.T.,19,West Bengal,16,Haora 
Biramitrapur,M,21,Orissa,5,Sundargarh
Birgaon,C.T.,22,Chhattisgarh,11,Raipur
Birlapur,C.T.,19,West Bengal,18,South Twentyfour Parganas
Birnagar,M,19,West Bengal,10,Nadia 
Birpur,N.A.,10,Bihar,6,Supaul
Birsinghpur,N.P.,23,Madhya Pradesh,13,Satna
Birur,T.M.C,29,Karnataka,17,Chikmagalur
Birwadi,C.T.,27,Maharashtra,24,Raigarh
Bisalpur,M.B.,9,Uttar Pradesh,21,Pilibhit
Bisanda Buzurg,N.P.,9,Uttar Pradesh,40,Banda
Bisauli,M.B.,9,Uttar Pradesh,19,Budaun
Bishama Katek,C.T.,21,Orissa,27,Rayagada
Bisharatganj,N.P.,9,Uttar Pradesh,20,Bareilly
Bishna,N.A.C.,1,Jammu & Kashmir,13,Jammu
Bishnupur,M.Cl.,14,Manipur,4,Bishnupur
Bishnupur,M,19,West Bengal,13,Bankura 
Bishnupur,C.T.,19,West Bengal,18,South Twentyfour Parganas
Bisokhar,C.T.,9,Uttar Pradesh,9,Ghaziabad
Bissau,M,8,Rajasthan,5,Jhunjhunun
Biswan,M.B.,9,Uttar Pradesh,24,Sitapur
Biswanath Chariali,T.C.,18,Assam,11,Sonitpur
Bithoor,N.P.,9,Uttar Pradesh,34,Kanpur Nagar
Bobbili,M,28,Andhra Pradesh,12,Vizianagaram
Boda,N.P.,23,Madhya Pradesh,30,Rajgarh
Bodeli,C.T.,24,Gujarat,19,Vadodara
Bodh Gaya,N.A.,10,Bihar,35,Gaya
Bodhan,M,28,Andhra Pradesh,2,Nizamabad
Bodinayakkanur,M ,33,Tamil Nadu,25,Theni
Bodri,N.P.,22,Chhattisgarh,7,Bilaspur
Bohari,C.T.,18,Assam,5,Barpeta
Boisar,C.T.,27,Maharashtra,21,Thane
Bokajan,T.C.,18,Assam,19,Karbi Anglong
Bokakhat,T.C.,18,Assam,18,Golaghat
Bokaro,C.T.,20,Jharkhand,13,Bokaro
Bokaro Steel City,C.T.,20,Jharkhand,13,Bokaro
Bollaram,M,28,Andhra Pradesh,4,Medak
Bolpur,M,19,West Bengal,8,Birbhum
Bombooflat,C.T.,35,Andaman & Nicobar Islands *,1,Andamans
Bomdila,C.T.,12,Arunachal Pradesh,2,West Kameng
Bommanahalli,C.M.C,29,Karnataka,20,Bangalore
Bommasandra,C.T.,29,Karnataka,20,Bangalore
Bongaigaon,M.B.,18,Assam,4,Bongaigaon
"Bongaigaon, Refinery & Petro-chemical Ltd. Township",C.T.,18,Assam,4,Bongaigaon
Boothapandi,T.P.,33,Tamil Nadu,30,Kanniyakumari
Boothipuram,T.P.,33,Tamil Nadu,25,Theni
Bopal,C.T.,24,Gujarat,7,Ahmadabad
Borgolai Grant No.11,C.T.,18,Assam,14,Tinsukia
Boriavi,M,24,Gujarat,15,Anand
Borsad,M,24,Gujarat,15,Anand
Botad,M,24,Gujarat,14,Bhavnagar
Bowali,C.T.,19,West Bengal,18,South Twentyfour Parganas
Brahmakulam,C.T.,32,Kerala,7,Thrissur
Brahmana Periya-Agraharam,T.P.,33,Tamil Nadu,10,Erode
Brahmapur,N.A.C.,21,Orissa,19,Ganjam
Brahmapuri,M.Cl.,27,Maharashtra,13,Chandrapur
Brajarajnagar,M,21,Orissa,2,Jharsuguda
Budaun,M.B.,9,Uttar Pradesh,19,Budaun
Budge Budge,M,19,West Bengal,18,South Twentyfour Parganas
Budha Theh,C.T.,3,Punjab,2,Amritsar
Budhana,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
Budhgaon,C.T.,27,Maharashtra,35,Sangli
Budhlada,M.Cl.,3,Punjab,15,Mansa
Budhni,N.P.,23,Madhya Pradesh,33,Sehore
Budhpura,C.T.,8,Rajasthan,23,Bundi
Bugganipalle,C.T.,28,Andhra Pradesh,21,Kurnool
Bugrasi,N.P.,9,Uttar Pradesh,11,Bulandshahr 
Buguda,N.A.C.,21,Orissa,19,Ganjam
Bulandshahr,M.B.,9,Uttar Pradesh,11,Bulandshahr 
Buldana,M.Cl.,27,Maharashtra,4,Buldana
Bundi,M,8,Rajasthan,23,Bundi
Bundu,N.A.,20,Jharkhand,14,Ranchi
Burari,C.T.,7,Delhi *,2,North
Burhanpur,M.Corp.,23,Madhya Pradesh,29,East Nimar
Burhar,N.P.,23,Madhya Pradesh,16,Shahdol
Buria,M.C.,6,Haryana,3,Yamunanagar
Burla,N.A.C.,21,Orissa,3,Sambalpur
Buxar,M,10,Bihar,30,Buxar
Buxwaha,N.P.,23,Madhya Pradesh,9,Chhatarpur
Byadgi,T.M.C,29,Karnataka,11,Haveri
Byasanagar,M,21,Orissa,13,Jajapur
Byatarayanapura,C.M.C,29,Karnataka,20,Bangalore
Calangute,C.T.,30,Goa,1,North Goa 
Calapor,C.T.,30,Goa,1,North Goa 
Canacona,M.Cl.,30,Goa,2,South Goa
Candolim,C.T.,30,Goa,1,North Goa 
Carapur,C.T.,30,Goa,1,North Goa 
Cart Road,C.T.,19,West Bengal,1,Darjiling 
Chabua,T.C.,18,Assam,15,Dibrugarh
Chachanda,C.T.,19,West Bengal,7,Murshidabad 
Chachaura-Binaganj,N.P.,23,Madhya Pradesh,7,Guna
Chaibasa,M,20,Jharkhand,17,Pashchimi Singhbhum
Chail,N.P.,9,Uttar Pradesh,44,Kaushambi
Chak Bankola,C.T.,19,West Bengal,9,Barddhaman 
Chak Bansberia,C.T.,19,West Bengal,12,Hugli 
Chak Enayetnagar,C.T.,19,West Bengal,18,South Twentyfour Parganas
Chak Imam Ali,C.T.,9,Uttar Pradesh,45,Allahabad 
Chak Kashipur,C.T.,19,West Bengal,18,South Twentyfour Parganas
Chakan,C.T.,27,Maharashtra,25,Pune
Chakapara,C.T.,19,West Bengal,16,Haora 
Chakdaha,M,19,West Bengal,10,Nadia 
Chakeri,C.T.,9,Uttar Pradesh,34,Kanpur Nagar
Chakghat,N.P.,23,Madhya Pradesh,14,Rewa
Chakia,N.A.,10,Bihar,2,Purba Champaran
Chakia,N.P.,9,Uttar Pradesh,66,Chandauli
Chaklasi,M,24,Gujarat,16,Kheda
Chakradharpur,M,20,Jharkhand,17,Pashchimi Singhbhum
Chakrata,C.B.,5,Uttaranchal,5,Dehradun
Chaksu,M,8,Rajasthan,12,Jaipur
Chakulia,N.A.,20,Jharkhand,18,Purbi Singhbhum
Chala,C.T.,32,Kerala,2,Kannur
Chala,C.T.,24,Gujarat,25,Valsad
Chalakudy,M,32,Kerala,7,Thrissur
Chalala,M,24,Gujarat,13,Amreli
Chalisgaon,M.Cl.,27,Maharashtra,3,Jalgaon
Challakere,T.M.C,29,Karnataka,13,Chitradurga
Chalthan,C.T.,24,Gujarat,22,Surat
Chamba,M.Cl.,2,Himachal Pradesh,1,Chamba
Chamba,N.P.,5,Uttaranchal,4,Tehri Garhwal
Chamoli Gopeshwar,M.B,5,Uttaranchal,2,Chamoli
Champa,M,22,Chhattisgarh,6,Janjgir-Champa
Champawat,N.P.,5,Uttaranchal,10,Champawat
Champdani,M,19,West Bengal,12,Hugli 
Champhai,C.T.,15,Mizoram,4,Champhai
Champua,C.T.,21,Orissa,6,Kendujhar
Chamrail,C.T.,19,West Bengal,16,Haora 
Chamrajnagar,C.M.C,29,Karnataka,27,Chamarajanagar
Chanasma,M,24,Gujarat,3,Patan
Chandameta-Butaria,N.P.,23,Madhya Pradesh,43,Chhindwara
Chandannagar,M.Crop.,19,West Bengal,12,Hugli 
Chandapur,C.T.,21,Orissa,16,Nayagarh
Chandauli,N.P.,9,Uttar Pradesh,66,Chandauli
Chandaur,C.T.,20,Jharkhand,12,Dhanbad
Chandausi,M.B.,9,Uttar Pradesh,4,Moradabad
Chanderi,M,23,Madhya Pradesh,7,Guna
Chandia,N.P.,23,Madhya Pradesh,15,Umaria
Chandigarh,M.Corp.,4,Chandigarh *,1,Chandigarh
Chandil,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
Chandili,C.T.,21,Orissa,27,Rayagada
Chandkheda,M,24,Gujarat,6,Gandhinagar
Chandla,N.P.,23,Madhya Pradesh,9,Chhatarpur
Chandlodiya,M,24,Gujarat,7,Ahmadabad
Chandpur,M.B.,9,Uttar Pradesh,3,Bijnor
Chandpur,C.T.,19,West Bengal,11,North Twentyfour Parganas
Chandrakona,M,19,West Bengal,15,Medinipur 
Chandrapur,M.Cl.,27,Maharashtra,13,Chandrapur
Chandrapur Bagicha,C.T.,18,Assam,6,Kamrup
Chandrapura,C.T.,20,Jharkhand,13,Bokaro
Chandur,M.Cl.,27,Maharashtra,7,Amravati
Chandur,C.T.,28,Andhra Pradesh,8,Nalgonda
Chandur,C.T.,27,Maharashtra,13,Chandrapur
Chandurbazar,M.Cl.,27,Maharashtra,7,Amravati
Changanassery,M,32,Kerala,10,Kottayam
